datetime,temperature,humidity,windspeed,count
2023-01-22 13:00:00,35.26,58.39,17.64,70
2023-01-22 14:00:00,39.68,88.09,24.09,349
2023-01-22 15:00:00,18.76,41.13,28.57,188
2023-01-22 16:00:00,29.85,82.12,8.55,408
2023-01-22 17:00:00,24.52,76.6,17.3,373
2023-01-22 18:00:00,39.25,76.26,30.19,434
2023-01-22 19:00:00,36.05,80.69,16.51,141
2023-01-22 20:00:00,35.96,75.66,22.16,496
2023-01-22 21:00:00,26.72,67.57,22.63,329
2023-01-22 22:00:00,25.37,37.87,10.53,174
2023-01-22 23:00:00,21.84,31.95,15.87,446
2023-01-23 00:00:00,16.41,85.25,15.04,160
2023-01-23 01:00:00,36.62,67.0,5.79,403
2023-01-23 02:00:00,35.32,77.79,5.73,188
2023-01-23 03:00:00,39.99,58.89,29.95,484
2023-01-23 04:00:00,39.92,37.04,13.19,322
2023-01-23 05:00:00,28.89,37.51,20.54,148
2023-01-23 06:00:00,34.22,71.13,13.96,301
2023-01-23 07:00:00,38.62,55.82,33.22,387
2023-01-23 08:00:00,36.24,42.03,12.78,153
2023-01-23 09:00:00,21.18,59.5,17.89,263
2023-01-23 10:00:00,26.26,33.85,31.18,298
2023-01-23 11:00:00,18.23,64.92,30.26,201
2023-01-23 12:00:00,38.85,46.14,10.58,299
2023-01-23 13:00:00,30.15,77.85,29.08,324
2023-01-23 14:00:00,20.72,48.62,18.75,214
2023-01-23 15:00:00,31.79,57.31,19.49,390
2023-01-23 16:00:00,30.45,30.7,9.0,57
2023-01-23 17:00:00,23.95,34.35,7.42,333
2023-01-23 18:00:00,17.84,53.55,26.84,54
2023-01-23 19:00:00,31.79,58.8,19.89,194
2023-01-23 20:00:00,28.01,66.0,18.11,150
2023-01-23 21:00:00,34.31,47.5,26.89,213
2023-01-23 22:00:00,28.0,71.7,27.97,423
2023-01-23 23:00:00,36.3,81.61,9.77,196
2023-01-24 00:00:00,28.8,76.79,23.31,113
2023-01-24 01:00:00,29.02,32.38,9.06,140
2023-01-24 02:00:00,36.92,58.83,27.54,166
2023-01-24 03:00:00,25.09,36.3,24.71,403
2023-01-24 04:00:00,18.35,44.52,33.7,316
2023-01-24 05:00:00,15.72,89.2,7.07,359
2023-01-24 06:00:00,33.88,38.55,6.71,222
2023-01-24 07:00:00,30.51,59.93,13.47,96
2023-01-24 08:00:00,32.6,67.09,12.85,189
2023-01-24 09:00:00,20.32,72.15,12.41,295
2023-01-24 10:00:00,18.41,63.58,32.19,198
2023-01-24 11:00:00,15.36,30.59,12.49,295
2023-01-24 12:00:00,23.76,49.59,13.16,444
2023-01-24 13:00:00,29.75,61.06,27.78,54
2023-01-24 14:00:00,24.81,35.27,18.49,233
2023-01-24 15:00:00,25.94,51.04,28.3,69
2023-01-24 16:00:00,37.6,31.99,6.96,474
2023-01-24 17:00:00,23.71,34.71,19.63,95
2023-01-24 18:00:00,27.85,53.82,6.01,61
2023-01-24 19:00:00,34.59,37.96,6.88,119
2023-01-24 20:00:00,24.91,64.05,32.19,66
2023-01-24 21:00:00,30.55,71.37,9.18,420
2023-01-24 22:00:00,36.56,78.04,20.97,196
2023-01-24 23:00:00,38.74,42.01,17.33,203
2023-01-25 00:00:00,18.68,40.05,15.42,353
2023-01-25 01:00:00,38.16,36.27,32.0,157
2023-01-25 02:00:00,27.3,68.19,5.65,285
2023-01-25 03:00:00,21.46,72.39,24.91,357
2023-01-25 04:00:00,26.48,31.9,33.9,401
2023-01-25 05:00:00,39.5,86.17,21.81,119
2023-01-25 06:00:00,27.32,33.12,33.1,232
2023-01-25 07:00:00,23.22,62.48,6.57,299
2023-01-25 08:00:00,30.84,72.54,17.56,277
2023-01-25 09:00:00,21.0,82.26,12.8,151
2023-01-25 10:00:00,16.9,72.85,26.92,124
2023-01-25 11:00:00,18.22,78.1,34.44,466
2023-01-25 12:00:00,18.2,50.37,12.7,495
2023-01-25 13:00:00,18.8,78.89,24.63,265
2023-01-25 14:00:00,18.47,34.81,10.94,456
2023-01-25 15:00:00,31.02,83.69,21.96,448
2023-01-25 16:00:00,19.55,62.86,18.92,460
2023-01-25 17:00:00,23.64,79.04,34.16,252
2023-01-25 18:00:00,37.42,57.14,23.26,241
2023-01-25 19:00:00,26.85,68.61,15.49,298
2023-01-25 20:00:00,31.69,61.58,8.42,291
2023-01-25 21:00:00,19.31,73.9,9.54,228
2023-01-25 22:00:00,19.81,34.9,11.76,486
2023-01-25 23:00:00,16.02,33.62,12.53,268
2023-01-26 00:00:00,19.22,44.83,30.52,131
2023-01-26 01:00:00,21.96,39.57,21.84,141
2023-01-26 02:00:00,19.43,82.31,20.7,484
2023-01-26 03:00:00,17.22,43.15,8.44,224
2023-01-26 04:00:00,18.02,88.55,30.8,288
2023-01-26 05:00:00,26.52,50.21,26.68,309
2023-01-26 06:00:00,20.16,40.93,7.03,440
2023-01-26 07:00:00,24.11,77.38,26.24,414
2023-01-26 08:00:00,27.59,69.52,21.31,212
2023-01-26 09:00:00,32.26,59.89,7.45,97
2023-01-26 10:00:00,15.98,63.32,18.75,378
2023-01-26 11:00:00,34.99,73.15,19.54,377
2023-01-26 12:00:00,30.7,43.71,9.97,165
2023-01-26 13:00:00,17.04,89.78,33.37,478
2023-01-26 14:00:00,36.84,88.49,30.5,386
2023-01-26 15:00:00,38.02,69.02,25.07,386
2023-01-26 16:00:00,16.53,41.97,18.87,418
2023-01-26 17:00:00,21.92,70.81,17.35,274
2023-01-26 18:00:00,35.16,34.33,24.53,401
2023-01-26 19:00:00,33.71,31.84,21.36,377
2023-01-26 20:00:00,19.61,45.46,6.87,196
2023-01-26 21:00:00,20.23,57.76,20.38,112
2023-01-26 22:00:00,24.26,82.1,29.19,343
2023-01-26 23:00:00,27.11,73.63,18.78,372
2023-01-27 00:00:00,30.46,74.56,6.56,492
2023-01-27 01:00:00,24.22,55.53,28.59,374
2023-01-27 02:00:00,26.56,50.76,11.04,62
2023-01-27 03:00:00,33.69,52.26,12.76,480
2023-01-27 04:00:00,15.92,89.26,9.94,238
2023-01-27 05:00:00,21.31,32.41,14.91,336
2023-01-27 06:00:00,32.83,82.02,27.7,257
2023-01-27 07:00:00,37.38,64.72,20.58,163
2023-01-27 08:00:00,27.79,56.32,11.15,71
2023-01-27 09:00:00,28.3,73.52,31.33,398
2023-01-27 10:00:00,17.68,59.2,31.39,263
2023-01-27 11:00:00,26.19,82.41,31.12,220
2023-01-27 12:00:00,28.32,84.04,12.16,372
2023-01-27 13:00:00,21.06,55.3,18.54,103
2023-01-27 14:00:00,21.73,46.61,34.55,443
2023-01-27 15:00:00,24.43,65.54,28.16,347
2023-01-27 16:00:00,15.5,84.74,5.82,369
2023-01-27 17:00:00,23.05,42.64,6.96,175
2023-01-27 18:00:00,20.29,67.38,18.92,326
2023-01-27 19:00:00,23.19,67.89,32.28,253
2023-01-27 20:00:00,17.99,73.99,21.16,243
2023-01-27 21:00:00,37.26,37.89,19.93,218
2023-01-27 22:00:00,29.84,72.95,8.16,201
2023-01-27 23:00:00,31.98,84.54,24.7,84
2023-01-28 00:00:00,34.73,40.78,29.66,233
2023-01-28 01:00:00,27.46,44.25,16.41,335
2023-01-28 02:00:00,17.17,88.28,28.27,106
2023-01-28 03:00:00,28.43,40.86,33.93,271
2023-01-28 04:00:00,29.67,81.26,11.11,352
2023-01-28 05:00:00,33.64,59.54,20.7,212
2023-01-28 06:00:00,25.79,44.83,13.61,68
2023-01-28 07:00:00,18.19,82.24,28.79,419
2023-01-28 08:00:00,22.09,56.72,22.33,313
2023-01-28 09:00:00,24.08,60.89,24.04,331
2023-01-28 10:00:00,31.15,51.55,28.94,162
2023-01-28 11:00:00,29.27,65.58,16.88,376
2023-01-28 12:00:00,23.9,39.81,32.45,79
2023-01-28 13:00:00,39.66,53.46,20.99,184
2023-01-28 14:00:00,30.14,88.16,9.74,116
2023-01-28 15:00:00,20.93,45.49,25.88,114
2023-01-28 16:00:00,17.54,69.4,28.8,341
2023-01-28 17:00:00,18.82,49.51,14.5,74
2023-01-28 18:00:00,21.15,76.41,30.72,86
2023-01-28 19:00:00,19.02,37.85,32.18,50
2023-01-28 20:00:00,19.66,88.19,13.31,448
2023-01-28 21:00:00,22.13,57.23,34.51,86
2023-01-28 22:00:00,19.33,44.16,9.22,190
2023-01-28 23:00:00,37.42,34.41,11.06,281
2023-01-29 00:00:00,17.01,40.19,10.53,185
2023-01-29 01:00:00,28.11,61.19,31.82,438
2023-01-29 02:00:00,25.26,50.22,24.63,237
2023-01-29 03:00:00,39.56,79.73,9.56,177
2023-01-29 04:00:00,17.8,55.85,18.21,250
2023-01-29 05:00:00,24.95,44.92,23.46,176
2023-01-29 06:00:00,39.24,67.03,7.5,306
2023-01-29 07:00:00,36.64,72.41,31.47,213
2023-01-29 08:00:00,35.43,40.02,29.11,84
2023-01-29 09:00:00,21.45,40.06,20.16,243
2023-01-29 10:00:00,19.27,32.2,34.01,240
2023-01-29 11:00:00,31.72,74.18,17.53,153
2023-01-29 12:00:00,38.23,69.83,34.52,72
2023-01-29 13:00:00,28.92,58.48,25.04,314
2023-01-29 14:00:00,29.29,80.65,24.04,339
2023-01-29 15:00:00,22.0,78.34,9.98,479
2023-01-29 16:00:00,34.24,65.12,31.46,433
2023-01-29 17:00:00,19.68,82.1,17.82,309
2023-01-29 18:00:00,23.09,42.35,9.87,463
2023-01-29 19:00:00,25.64,36.72,5.38,407
2023-01-29 20:00:00,27.69,46.18,21.79,124
2023-01-29 21:00:00,21.06,33.43,20.82,404
2023-01-29 22:00:00,17.87,61.87,26.58,121
2023-01-29 23:00:00,30.27,86.2,31.71,308
2023-01-30 00:00:00,22.22,32.36,7.38,447
2023-01-30 01:00:00,29.53,37.33,26.94,237
2023-01-30 02:00:00,18.86,57.13,10.62,222
2023-01-30 03:00:00,27.03,86.03,30.75,339
2023-01-30 04:00:00,28.31,48.97,29.57,94
2023-01-30 05:00:00,16.3,60.43,21.22,110
2023-01-30 06:00:00,23.42,32.49,26.31,132
2023-01-30 07:00:00,18.36,38.9,14.43,172
2023-01-30 08:00:00,16.58,89.2,19.14,407
2023-01-30 09:00:00,39.75,87.91,29.65,65
2023-01-30 10:00:00,23.06,30.3,18.78,115
2023-01-30 11:00:00,35.25,87.11,15.73,473
2023-01-30 12:00:00,21.37,68.35,19.83,194
2023-01-30 13:00:00,32.04,82.08,29.85,424
2023-01-30 14:00:00,34.01,57.28,15.06,211
2023-01-30 15:00:00,29.89,60.94,10.21,283
2023-01-30 16:00:00,26.79,59.33,26.36,429
2023-01-30 17:00:00,25.3,70.01,29.78,193
2023-01-30 18:00:00,23.72,38.38,8.02,407
2023-01-30 19:00:00,38.24,31.8,12.2,237
2023-01-30 20:00:00,35.77,48.48,9.26,371
2023-01-30 21:00:00,39.13,72.28,15.44,499
2023-01-30 22:00:00,18.11,42.11,18.51,62
2023-01-30 23:00:00,33.27,70.41,27.46,233
